2019-03-09 00:01:42,"b'RT @Michaelkelly707: Now, this looks interesting #avgeek #UnitedAirlines https://t.co/JUQGTuxhoo'"
2019-03-09 00:01:17,"b'Now, this looks interesting #avgeek #UnitedAirlines https://t.co/JUQGTuxhoo'"
2019-03-08 23:31:30,"b'RT @MikeLapadu: Blue skies, breezy day and plenty of planes departing #klax #koreanaircargo #lufthansa #alaskaairlines #unitedairlines #sou\xe2\x80\xa6'"
2019-03-08 23:30:02,b'Celebrities still haven\xe2\x80\x99t learned their lessons from knee jerking to fake outrage #hashtag &amp; media click-bait. Fake\xe2\x80\xa6 https://t.co/TqoYApUisX'
2019-03-08 23:29:28,"b'Blue skies, breezy day and plenty of planes departing #klax #koreanaircargo #lufthansa #alaskaairlines\xe2\x80\xa6 https://t.co/c0KsRnO8r2'"
2019-03-08 23:06:16,b'#UnitedAirlines your customer service is pitiful and you do not value customers. Saying you do and proving you do a\xe2\x80\xa6 https://t.co/1Bl2Slu9tv'
2019-03-08 22:55:03,b'.@united Flight delays out of PSP caused me to miss connecting flight. Told my only option was to rebook tomorrow.\xe2\x80\xa6 https://t.co/NFLjz7sYiR'
2019-03-08 21:16:30,b'RT @SNspotter53: An United 737 taking off from SFO!\nUnited @united #United #UnitedAirlines\nSan Francisco International Airport @flySFO #SFO\xe2\x80\xa6'
2019-03-08 21:13:00,b'An United 737 taking off from SFO!\nUnited @united #United #UnitedAirlines\nSan Francisco International Airport\xe2\x80\xa6 https://t.co/qCGPtZn1aQ'
2019-03-08 21:09:45,b'#unitedAIRLINES #united. #ewr.   Flight delayed an hour  new boarding time 5:17 Checked incoming flight on United.\xe2\x80\xa6 https://t.co/uUBoygJYuM'
2019-03-08 20:16:37,b'RT @SNspotter53: An United 777 taxing at SFO!\nUnited @united #United #UnitedAirlines\nSan Francisco International Airport @flySFO #SFO #SanF\xe2\x80\xa6'
2019-03-08 20:08:00,b'An United 777 taxing at SFO!\nUnited @united #United #UnitedAirlines\nSan Francisco International Airport @flySFO\xe2\x80\xa6 https://t.co/EkLBo3QgvZ'
2019-03-08 19:37:33,b'Just another Day for @united flight \xe2\x9c\x88\xef\xb8\x8f got delayed and no one knows when I will be making it to my destination (fli\xe2\x80\xa6 https://t.co/6L8lo5t9HS'
2019-03-08 19:16:37,b'RT @SNspotter53: An United 787 taxing at SFO!\nUnited @united #United #UnitedAirlines\nSan Francisco International Airport @flySFO #SFO #SanF\xe2\x80\xa6'
2019-03-08 19:04:00,b'An United 787 taxing at SFO!\nUnited @united #United #UnitedAirlines\nSan Francisco International Airport @flySFO\xe2\x80\xa6 https://t.co/CybhTK64uU'
2019-03-08 19:03:52,"b'#Houston #Texas to #Guatemalacity, #Guatemala is currently on #sale by #united for $140 round trip! Dates include M\xe2\x80\xa6 https://t.co/tY5orssjy5'"
2019-03-08 18:56:02,b'RT @SNspotter53: Widebodies at SFO!\nBA @British_Airways #BritishAirways\nUnited @united #United #UnitedAirlines\nAir France @airfrance @AirFr\xe2\x80\xa6'
2019-03-08 17:57:09,b'RT @SNspotter53: Widebodies at SFO!\nBA @British_Airways #BritishAirways\nUnited @united #United #UnitedAirlines\nAir France @airfrance @AirFr\xe2\x80\xa6'
2019-03-08 17:55:22,b'Flying the @united #friendlyskies today for a short trip the NJ #unitedairlines #airbusa319 #a319 #avgeek #ord\xe2\x80\xa6 https://t.co/pAeE0CxqyI'
2019-03-08 17:25:34,b'#UnitedAirlines screws up another family vacation. Never seen an airline so good at being so bad.'
2019-03-08 17:20:19,"b'U405 child running free in 1st. Seriously? If they can walk, parent should be required to purchase a seat. #unitedAIRLINES'"
2019-03-08 17:17:37,b'RT @SNspotter53: Widebodies at SFO!\nBA @British_Airways #BritishAirways\nUnited @united #United #UnitedAirlines\nAir France @airfrance @AirFr\xe2\x80\xa6'
2019-03-08 17:14:16,b'RT @SNspotter53: Widebodies at SFO!\nBA @British_Airways #BritishAirways\nUnited @united #United #UnitedAirlines\nAir France @airfrance @AirFr\xe2\x80\xa6'
2019-03-08 17:01:38,b'RT @SNspotter53: Widebodies at SFO!\nBA @British_Airways #BritishAirways\nUnited @united #United #UnitedAirlines\nAir\xe2\x80\xa6 https://t.co/6tiFmdjfNM'
2019-03-08 17:01:36,b'RT @SNspotter53: Widebodies at SFO!\nBA @British_Airways #BritishAirways\nUnited @united #United #UnitedAirlines\nAir France @airfrance @AirFr\xe2\x80\xa6'
2019-03-08 16:59:00,b'Widebodies at SFO!\nBA @British_Airways #BritishAirways\nUnited @united #United #UnitedAirlines\nAir France @airfrance\xe2\x80\xa6 https://t.co/12y5Wv35GD'
2019-03-08 16:27:44,"b'Great event in Chicago today. Key quote: ""If everyone on your team looks just like you... it\'s not a great team""\xe2\x80\xa6 https://t.co/Ylb5SzsN1B'"
2019-03-08 15:35:36,b'Great #sale on #flights to from #Miami #Florida to #Seattle #Washington on #UnitedAirlines. Fly from #MIA to #SEA (\xe2\x80\xa6 https://t.co/wrL0qabI7X'
2019-03-08 15:28:28,b'From the Bottom of our #YouthGuidance and #WOW hearts thank you #WomensHistoryMonth #UnitedAirlines https://t.co/ytlGrMh2AL'
2019-03-08 15:11:03,"b""Thank you United Airlines Team! Diray's team were heading to the #IHHS2019 in Chicago as a winter storm hit. Their\xe2\x80\xa6 https://t.co/BShM2idP1p"""
2019-03-08 15:01:46,b'$277 &amp; up - Los Angeles to San Francisco (Rountrip) https://t.co/K3na8x4agc #lax #sfo #unitedairlines'
2019-03-08 14:42:23,"b'@united is the worst!  Here in Minnesota for a funeral, in freezing temps, no baggage.  Day 2 of being told that th\xe2\x80\xa6 https://t.co/xr16mkJfn0'"
2019-03-08 14:14:18,"b'#UnitedAirlines fires 35 employees, saying employees ""brokered"" travel benefits given to workers and their families\xe2\x80\xa6 https://t.co/fdTFJ6UQWr'"
2019-03-08 13:58:05,b'Yet again #Unitedairlines did it again - we get to the airport and #United cancelled our flights home - nothing as of right now \xf0\x9f\x98\xae\xf0\x9f\x98\xae'
2019-03-08 13:14:14,"b'RT @exbecerra: Bad experience with #UnitedAirlines bought my tickets 2 days ago, but system did not pickup all cities. Called today, and ev\xe2\x80\xa6'"
2019-03-08 13:01:03,b'@united airlines employees at @BostonLogan are actually the worst people on earth. I have never met a more rude and\xe2\x80\xa6 https://t.co/XnqTK2m3g8'
2019-03-08 12:46:34,b'RT @BrunoLauper: out now on YouTube by crosswind  \nhttps://t.co/thdO9JVKWe \nMusic by : #atmos #twinreaction \n#helveticairways #unitedairlin\xe2\x80\xa6'
2019-03-08 12:44:44,b'out now on YouTube by crosswind  \nhttps://t.co/thdO9JVKWe \nMusic by : #atmos #twinreaction \n#helveticairways\xe2\x80\xa6 https://t.co/A70zLwtVZy'
2019-03-08 12:35:44,b'#UnitedAirlinesFlights #UnitedAirlinesReservations #UnitedAirlines #UnitedAirlinesOfficialSite\nBook your United Air\xe2\x80\xa6 https://t.co/zUGI9gbe1k'
2019-03-08 11:49:36,b'#UnitedAirlinesReservations #UnitedAirlnesFlights #UnitedAirlinesOfficialSite #UnitedAirlines\nDo check-out some sui\xe2\x80\xa6 https://t.co/VmTvwVnYrQ'
2019-03-08 11:23:24,b'@united You guys never cease to amaze me. You truly have a WORLD-CLASS customer service Twitter team and your cabin\xe2\x80\xa6 https://t.co/kzcrzQsS8k'
2019-03-08 11:19:32,b'Question for u @united yesterday we had a 2hr50 min connection time between our flights and made it comfortably (bu\xe2\x80\xa6 https://t.co/8JPpxoQGSO'
2019-03-08 11:00:01,b'Everything Is on Sale With Southwest &amp; United Vacations | First Class Travel Consultants Hawaii Travel\xe2\x80\xa6 https://t.co/w8lqtAr4p8'
2019-03-08 06:11:37,b'RT @UnitedFlyerHD: United B787-9 (N26966) after pushback at Houston IAH for a flight to SFO\n#avgeek #boeing #boeing787 #dreamliner #UnitedA\xe2\x80\xa6'
